faculty_id,first_name,last_name,email,phone,department,department_code,qualification,designation,specialization,experience_years,joining_year,subject_code,subject_name,subject_type,year,semester,_ingestion_time,_source_file
FACME023,Madhuri,Chawla,madhuri.chawla@edusense.edu.in,9812614124,Mechanical Engineering,ME,M.Tech,Assistant Professor,Industrial Engineering,13,2011,ME301,Thermodynamics,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME024,Sanjay,Mukerjee,sanjay.mukerjee@edusense.edu.in,9886149359,Mechanical Engineering,ME,M.Tech,Associate Professor,Machine Design,10,2014,ME302,Manufacturing Processes,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME025,Deepak,Rao,deepak.rao@edusense.edu.in,9827232410,Mechanical Engineering,ME,Ph.D,Assistant Professor,Fluid Mechanics,8,2016,ME303,Strength of Materials,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME026,Hemant,Dubey,hemant.dubey@edusense.edu.in,9838427073,Mechanical Engineering,ME,M.Tech,Assistant Professor,Heat Transfer,22,2002,ME304,Engineering Materials,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME027,Madhuri,Parekh,madhuri.parekh@edusense.edu.in,9868800797,Mechanical Engineering,ME,M.Tech,Assistant Professor,CAD/CAM,24,2000,ME305,Manufacturing Lab,Lab,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME028,Tarun,Shetty,tarun.shetty@edusense.edu.in,9855377076,Mechanical Engineering,ME,Ph.D,Associate Professor,Manufacturing,10,2014,ME306,Material Testing Lab,Lab,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME029,Rajesh,Bansal,rajesh.bansal@edusense.edu.in,9894705205,Mechanical Engineering,ME,Ph.D,Associate Professor,Manufacturing,10,2014,ME401,Fluid Mechanics,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME030,Kavita,Bansal,kavita.bansal@edusense.edu.in,9879008866,Mechanical Engineering,ME,Ph.D,Assistant Professor,Manufacturing,13,2011,ME402,Theory of Machines,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME021,Amit,Kapoor,amit.kapoor@edusense.edu.in,9893926371,Mechanical Engineering,ME,M.Tech,Assistant Professor,Manufacturing,8,2016,ME403,Machine Drawing,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME022,Mohit,Modi,mohit.modi@edusense.edu.in,9831682744,Mechanical Engineering,ME,Ph.D,Associate Professor,CAD/CAM,10,2014,ME404,Heat Transfer,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME023,Madhuri,Chawla,madhuri.chawla@edusense.edu.in,9812614124,Mechanical Engineering,ME,M.Tech,Assistant Professor,Industrial Engineering,13,2011,ME405,CAD Lab,Lab,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME024,Sanjay,Mukerjee,sanjay.mukerjee@edusense.edu.in,9886149359,Mechanical Engineering,ME,M.Tech,Associate Professor,Machine Design,10,2014,ME406,Thermal Engineering Lab,Lab,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME025,Deepak,Rao,deepak.rao@edusense.edu.in,9827232410,Mechanical Engineering,ME,Ph.D,Assistant Professor,Fluid Mechanics,8,2016,ME501,Design of Machine Elements,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME026,Hemant,Dubey,hemant.dubey@edusense.edu.in,9838427073,Mechanical Engineering,ME,M.Tech,Assistant Professor,Heat Transfer,22,2002,ME502,Internal Combustion Engines,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME027,Madhuri,Parekh,madhuri.parekh@edusense.edu.in,9868800797,Mechanical Engineering,ME,M.Tech,Assistant Professor,CAD/CAM,24,2000,ME503,Metrology and Instrumentation,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME028,Tarun,Shetty,tarun.shetty@edusense.edu.in,9855377076,Mechanical Engineering,ME,Ph.D,Associate Professor,Manufacturing,10,2014,ME504,Industrial Engineering,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME029,Rajesh,Bansal,rajesh.bansal@edusense.edu.in,9894705205,Mechanical Engineering,ME,Ph.D,Associate Professor,Manufacturing,10,2014,ME505,Dynamics Lab,Lab,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME030,Kavita,Bansal,kavita.bansal@edusense.edu.in,9879008866,Mechanical Engineering,ME,Ph.D,Assistant Professor,Manufacturing,13,2011,ME506,Elective I: CNC Programming,Elective,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME021,Amit,Kapoor,amit.kapoor@edusense.edu.in,9893926371,Mechanical Engineering,ME,M.Tech,Assistant Professor,Manufacturing,8,2016,ME601,Refrigeration and Air Conditioning,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME022,Mohit,Modi,mohit.modi@edusense.edu.in,9831682744,Mechanical Engineering,ME,Ph.D,Associate Professor,CAD/CAM,10,2014,ME602,Finite Element Methods,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME023,Madhuri,Chawla,madhuri.chawla@edusense.edu.in,9812614124,Mechanical Engineering,ME,M.Tech,Assistant Professor,Industrial Engineering,13,2011,ME603,Mechatronics,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME024,Sanjay,Mukerjee,sanjay.mukerjee@edusense.edu.in,9886149359,Mechanical Engineering,ME,M.Tech,Associate Professor,Machine Design,10,2014,ME604,Production Planning and Control,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME025,Deepak,Rao,deepak.rao@edusense.edu.in,9827232410,Mechanical Engineering,ME,Ph.D,Assistant Professor,Fluid Mechanics,8,2016,ME605,CAM Lab,Lab,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME026,Hemant,Dubey,hemant.dubey@edusense.edu.in,9838427073,Mechanical Engineering,ME,M.Tech,Assistant Professor,Heat Transfer,22,2002,ME606,Elective II: Renewable Energy Systems,Elective,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME027,Madhuri,Parekh,madhuri.parekh@edusense.edu.in,9868800797,Mechanical Engineering,ME,M.Tech,Assistant Professor,CAD/CAM,24,2000,ME701,Automobile Engineering,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME028,Tarun,Shetty,tarun.shetty@edusense.edu.in,9855377076,Mechanical Engineering,ME,Ph.D,Associate Professor,Manufacturing,10,2014,ME702,Robotics in Manufacturing,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME029,Rajesh,Bansal,rajesh.bansal@edusense.edu.in,9894705205,Mechanical Engineering,ME,Ph.D,Associate Professor,Manufacturing,10,2014,ME703,Operations Research,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME030,Kavita,Bansal,kavita.bansal@edusense.edu.in,9879008866,Mechanical Engineering,ME,Ph.D,Assistant Professor,Manufacturing,13,2011,ME704,Project Phase I,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME021,Amit,Kapoor,amit.kapoor@edusense.edu.in,9893926371,Mechanical Engineering,ME,M.Tech,Assistant Professor,Manufacturing,8,2016,ME705,Mechatronics Lab,Lab,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME022,Mohit,Modi,mohit.modi@edusense.edu.in,9831682744,Mechanical Engineering,ME,Ph.D,Associate Professor,CAD/CAM,10,2014,ME706,Elective III: Additive Manufacturing,Elective,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME023,Madhuri,Chawla,madhuri.chawla@edusense.edu.in,9812614124,Mechanical Engineering,ME,M.Tech,Assistant Professor,Industrial Engineering,13,2011,ME801,Power Plant Engineering,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME024,Sanjay,Mukerjee,sanjay.mukerjee@edusense.edu.in,9886149359,Mechanical Engineering,ME,M.Tech,Associate Professor,Machine Design,10,2014,ME802,Quality Engineering,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME025,Deepak,Rao,deepak.rao@edusense.edu.in,9827232410,Mechanical Engineering,ME,Ph.D,Assistant Professor,Fluid Mechanics,8,2016,ME803,Project Phase II,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME026,Hemant,Dubey,hemant.dubey@edusense.edu.in,9838427073,Mechanical Engineering,ME,M.Tech,Assistant Professor,Heat Transfer,22,2002,ME804,Internship,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME027,Madhuri,Parekh,madhuri.parekh@edusense.edu.in,9868800797,Mechanical Engineering,ME,M.Tech,Assistant Professor,CAD/CAM,24,2000,ME805,Seminar,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACME028,Tarun,Shetty,tarun.shetty@edusense.edu.in,9855377076,Mechanical Engineering,ME,Ph.D,Associate Professor,Manufacturing,10,2014,ME806,Elective IV: Smart Manufacturing,Elective,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV031,Gaurav,Chopra,gaurav.chopra@edusense.edu.in,9886644106,Civil Engineering,CIV,Ph.D,Associate Professor,Transportation,20,2004,CV101,Engineering Mathematics I,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV032,Hemant,Khanna,hemant.khanna@edusense.edu.in,9822660194,Civil Engineering,CIV,Ph.D,Assistant Professor,Environmental Engg,16,2008,CV102,Engineering Physics,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV033,Arun,Sawant,arun.sawant@edusense.edu.in,9817270733,Civil Engineering,CIV,Ph.D,Assistant Professor,Concrete Technology,16,2008,CV103,Basic Electrical Engineering,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV034,Arun,Gupta,arun.gupta@edusense.edu.in,9843374088,Civil Engineering,CIV,M.E.,Associate Professor,Geotechnical,13,2011,CV104,Engineering Mechanics,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV035,Pankaj,Trivedi,pankaj.trivedi@edusense.edu.in,9834627347,Civil Engineering,CIV,M.Tech,Assistant Professor,Water Resources,7,2017,CV105,Programming for Problem Solving,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV036,Sapna,Bhat,sapna.bhat@edusense.edu.in,9883863413,Civil Engineering,CIV,Ph.D,Assistant Professor,Concrete Technology,8,2016,CV106,Workshop Practice Lab,Lab,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV037,Arun,Verma,arun.verma@edusense.edu.in,9841726318,Civil Engineering,CIV,M.Tech,Assistant Professor,Geotechnical,3,2021,CV201,Engineering Mathematics II,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV038,Ritu,More,ritu.more@edusense.edu.in,9817869910,Civil Engineering,CIV,Ph.D,Assistant Professor,Water Resources,9,2015,CV202,Engineering Chemistry,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV039,Ritu,Naik,ritu.naik@edusense.edu.in,9848285503,Civil Engineering,CIV,M.Tech,Assistant Professor,Concrete Technology,11,2013,CV203,Basic Electronics Engineering,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV040,Sachin,Parmar,sachin.parmar@edusense.edu.in,9817849494,Civil Engineering,CIV,M.E.,Associate Professor,Environmental Engg,12,2012,CV204,Environmental Studies,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV031,Gaurav,Chopra,gaurav.chopra@edusense.edu.in,9886644106,Civil Engineering,CIV,Ph.D,Associate Professor,Transportation,20,2004,CV205,Engineering Graphics,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV032,Hemant,Khanna,hemant.khanna@edusense.edu.in,9822660194,Civil Engineering,CIV,Ph.D,Assistant Professor,Environmental Engg,16,2008,CV206,Programming Lab,Lab,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV033,Arun,Sawant,arun.sawant@edusense.edu.in,9817270733,Civil Engineering,CIV,Ph.D,Assistant Professor,Concrete Technology,16,2008,CV301,Surveying,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV034,Arun,Gupta,arun.gupta@edusense.edu.in,9843374088,Civil Engineering,CIV,M.E.,Associate Professor,Geotechnical,13,2011,CV302,Strength of Materials,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV035,Pankaj,Trivedi,pankaj.trivedi@edusense.edu.in,9834627347,Civil Engineering,CIV,M.Tech,Assistant Professor,Water Resources,7,2017,CV303,Building Materials,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV036,Sapna,Bhat,sapna.bhat@edusense.edu.in,9883863413,Civil Engineering,CIV,Ph.D,Assistant Professor,Concrete Technology,8,2016,CV304,Fluid Mechanics,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV037,Arun,Verma,arun.verma@edusense.edu.in,9841726318,Civil Engineering,CIV,M.Tech,Assistant Professor,Geotechnical,3,2021,CV305,Surveying Lab,Lab,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV038,Ritu,More,ritu.more@edusense.edu.in,9817869910,Civil Engineering,CIV,Ph.D,Assistant Professor,Water Resources,9,2015,CV306,Material Testing Lab,Lab,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV039,Ritu,Naik,ritu.naik@edusense.edu.in,9848285503,Civil Engineering,CIV,M.Tech,Assistant Professor,Concrete Technology,11,2013,CV401,Structural Analysis,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV040,Sachin,Parmar,sachin.parmar@edusense.edu.in,9817849494,Civil Engineering,CIV,M.E.,Associate Professor,Environmental Engg,12,2012,CV402,Geotechnical Engineering,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV031,Gaurav,Chopra,gaurav.chopra@edusense.edu.in,9886644106,Civil Engineering,CIV,Ph.D,Associate Professor,Transportation,20,2004,CV403,Transportation Engineering I,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV032,Hemant,Khanna,hemant.khanna@edusense.edu.in,9822660194,Civil Engineering,CIV,Ph.D,Assistant Professor,Environmental Engg,16,2008,CV404,Concrete Technology,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV033,Arun,Sawant,arun.sawant@edusense.edu.in,9817270733,Civil Engineering,CIV,Ph.D,Assistant Professor,Concrete Technology,16,2008,CV405,Geotechnical Lab,Lab,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV034,Arun,Gupta,arun.gupta@edusense.edu.in,9843374088,Civil Engineering,CIV,M.E.,Associate Professor,Geotechnical,13,2011,CV406,Concrete Lab,Lab,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV035,Pankaj,Trivedi,pankaj.trivedi@edusense.edu.in,9834627347,Civil Engineering,CIV,M.Tech,Assistant Professor,Water Resources,7,2017,CV501,Design of Reinforced Concrete Structures,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV036,Sapna,Bhat,sapna.bhat@edusense.edu.in,9883863413,Civil Engineering,CIV,Ph.D,Assistant Professor,Concrete Technology,8,2016,CV502,Environmental Engineering I,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV037,Arun,Verma,arun.verma@edusense.edu.in,9841726318,Civil Engineering,CIV,M.Tech,Assistant Professor,Geotechnical,3,2021,CV503,Hydrology and Water Resources,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV038,Ritu,More,ritu.more@edusense.edu.in,9817869910,Civil Engineering,CIV,Ph.D,Assistant Professor,Water Resources,9,2015,CV504,Transportation Engineering II,Core,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV039,Ritu,Naik,ritu.naik@edusense.edu.in,9848285503,Civil Engineering,CIV,M.Tech,Assistant Professor,Concrete Technology,11,2013,CV505,CAD for Civil Lab,Lab,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV040,Sachin,Parmar,sachin.parmar@edusense.edu.in,9817849494,Civil Engineering,CIV,M.E.,Associate Professor,Environmental Engg,12,2012,CV506,Elective I: Urban Planning,Elective,3,5,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV031,Gaurav,Chopra,gaurav.chopra@edusense.edu.in,9886644106,Civil Engineering,CIV,Ph.D,Associate Professor,Transportation,20,2004,CV601,Steel Structure Design,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV032,Hemant,Khanna,hemant.khanna@edusense.edu.in,9822660194,Civil Engineering,CIV,Ph.D,Assistant Professor,Environmental Engg,16,2008,CV602,Environmental Engineering II,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV033,Arun,Sawant,arun.sawant@edusense.edu.in,9817270733,Civil Engineering,CIV,Ph.D,Assistant Professor,Concrete Technology,16,2008,CV603,Foundation Engineering,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV034,Arun,Gupta,arun.gupta@edusense.edu.in,9843374088,Civil Engineering,CIV,M.E.,Associate Professor,Geotechnical,13,2011,CV604,Estimation and Costing,Core,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV035,Pankaj,Trivedi,pankaj.trivedi@edusense.edu.in,9834627347,Civil Engineering,CIV,M.Tech,Assistant Professor,Water Resources,7,2017,CV605,Environmental Lab,Lab,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV036,Sapna,Bhat,sapna.bhat@edusense.edu.in,9883863413,Civil Engineering,CIV,Ph.D,Assistant Professor,Concrete Technology,8,2016,CV606,Elective II: GIS for Civil Engineering,Elective,3,6,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV037,Arun,Verma,arun.verma@edusense.edu.in,9841726318,Civil Engineering,CIV,M.Tech,Assistant Professor,Geotechnical,3,2021,CV701,Construction Management,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV038,Ritu,More,ritu.more@edusense.edu.in,9817869910,Civil Engineering,CIV,Ph.D,Assistant Professor,Water Resources,9,2015,CV702,Pavement Engineering,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV039,Ritu,Naik,ritu.naik@edusense.edu.in,9848285503,Civil Engineering,CIV,M.Tech,Assistant Professor,Concrete Technology,11,2013,CV703,Irrigation Engineering,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV040,Sachin,Parmar,sachin.parmar@edusense.edu.in,9817849494,Civil Engineering,CIV,M.E.,Associate Professor,Environmental Engg,12,2012,CV704,Project Phase I,Core,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV031,Gaurav,Chopra,gaurav.chopra@edusense.edu.in,9886644106,Civil Engineering,CIV,Ph.D,Associate Professor,Transportation,20,2004,CV705,Transportation Lab,Lab,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV032,Hemant,Khanna,hemant.khanna@edusense.edu.in,9822660194,Civil Engineering,CIV,Ph.D,Assistant Professor,Environmental Engg,16,2008,CV706,Elective III: Earthquake Engineering,Elective,4,7,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV033,Arun,Sawant,arun.sawant@edusense.edu.in,9817270733,Civil Engineering,CIV,Ph.D,Assistant Professor,Concrete Technology,16,2008,CV801,Advanced Structural Design,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV034,Arun,Gupta,arun.gupta@edusense.edu.in,9843374088,Civil Engineering,CIV,M.E.,Associate Professor,Geotechnical,13,2011,CV802,Quantity Surveying,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV035,Pankaj,Trivedi,pankaj.trivedi@edusense.edu.in,9834627347,Civil Engineering,CIV,M.Tech,Assistant Professor,Water Resources,7,2017,CV803,Project Phase II,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV036,Sapna,Bhat,sapna.bhat@edusense.edu.in,9883863413,Civil Engineering,CIV,Ph.D,Assistant Professor,Concrete Technology,8,2016,CV804,Internship,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV037,Arun,Verma,arun.verma@edusense.edu.in,9841726318,Civil Engineering,CIV,M.Tech,Assistant Professor,Geotechnical,3,2021,CV805,Seminar,Core,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACCIV038,Ritu,More,ritu.more@edusense.edu.in,9817869910,Civil Engineering,CIV,Ph.D,Assistant Professor,Water Resources,9,2015,CV806,Elective IV: Smart Cities,Elective,4,8,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE041,Madhuri,Gupta,madhuri.gupta@edusense.edu.in,9877491435,Electrical Engineering,EE,Ph.D,Assistant Professor,Signal Processing,8,2016,EE101,Engineering Mathematics I,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE042,Beena,Tiwari,beena.tiwari@edusense.edu.in,9819196777,Electrical Engineering,EE,M.Tech,Assistant Professor,Power Electronics,5,2019,EE102,Engineering Physics,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE043,Manoj,Saxena,manoj.saxena@edusense.edu.in,9887701200,Electrical Engineering,EE,M.E.,Assistant Professor,Electrical Machines,21,2003,EE103,Basic Electrical Engineering,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE044,Neha,Rao,neha.rao@edusense.edu.in,9844999379,Electrical Engineering,EE,M.E.,Associate Professor,Renewable Energy,21,2003,EE104,Engineering Mechanics,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE045,Nitin,Ghosh,nitin.ghosh@edusense.edu.in,9896637649,Electrical Engineering,EE,Ph.D,Professor,Power Electronics,15,2009,EE105,Programming for Problem Solving,Core,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE046,Mohit,Kamath,mohit.kamath@edusense.edu.in,9871510041,Electrical Engineering,EE,Ph.D,Assistant Professor,Power Systems,8,2016,EE106,Workshop Practice Lab,Lab,1,1,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE047,Arun,Kumar,arun.kumar@edusense.edu.in,9827778019,Electrical Engineering,EE,M.Tech,Associate Professor,Instrumentation,19,2005,EE201,Engineering Mathematics II,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE048,Yogesh,Singh,yogesh.singh@edusense.edu.in,9868812137,Electrical Engineering,EE,Ph.D,Professor,Power Electronics,15,2009,EE202,Engineering Chemistry,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE049,Madhuri,Arora,madhuri.arora@edusense.edu.in,9899639081,Electrical Engineering,EE,Ph.D,Assistant Professor,Power Systems,23,2001,EE203,Basic Electronics Engineering,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE050,Mohit,Pillai,mohit.pillai@edusense.edu.in,9884252420,Electrical Engineering,EE,Ph.D,Professor,Control Systems,15,2009,EE204,Environmental Studies,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE041,Madhuri,Gupta,madhuri.gupta@edusense.edu.in,9877491435,Electrical Engineering,EE,Ph.D,Assistant Professor,Signal Processing,8,2016,EE205,Engineering Graphics,Core,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE042,Beena,Tiwari,beena.tiwari@edusense.edu.in,9819196777,Electrical Engineering,EE,M.Tech,Assistant Professor,Power Electronics,5,2019,EE206,Programming Lab,Lab,1,2,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE043,Manoj,Saxena,manoj.saxena@edusense.edu.in,9887701200,Electrical Engineering,EE,M.E.,Assistant Professor,Electrical Machines,21,2003,EE301,Circuit Theory,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE044,Neha,Rao,neha.rao@edusense.edu.in,9844999379,Electrical Engineering,EE,M.E.,Associate Professor,Renewable Energy,21,2003,EE302,Electrical Machines I,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE045,Nitin,Ghosh,nitin.ghosh@edusense.edu.in,9896637649,Electrical Engineering,EE,Ph.D,Professor,Power Electronics,15,2009,EE303,Electronic Devices,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE046,Mohit,Kamath,mohit.kamath@edusense.edu.in,9871510041,Electrical Engineering,EE,Ph.D,Assistant Professor,Power Systems,8,2016,EE304,Network Analysis,Core,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE047,Arun,Kumar,arun.kumar@edusense.edu.in,9827778019,Electrical Engineering,EE,M.Tech,Associate Professor,Instrumentation,19,2005,EE305,Electrical Machines Lab I,Lab,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE048,Yogesh,Singh,yogesh.singh@edusense.edu.in,9868812137,Electrical Engineering,EE,Ph.D,Professor,Power Electronics,15,2009,EE306,Circuit Lab,Lab,2,3,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE049,Madhuri,Arora,madhuri.arora@edusense.edu.in,9899639081,Electrical Engineering,EE,Ph.D,Assistant Professor,Power Systems,23,2001,EE401,Control Systems,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE050,Mohit,Pillai,mohit.pillai@edusense.edu.in,9884252420,Electrical Engineering,EE,Ph.D,Professor,Control Systems,15,2009,EE402,Power Systems I,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE041,Madhuri,Gupta,madhuri.gupta@edusense.edu.in,9877491435,Electrical Engineering,EE,Ph.D,Assistant Professor,Signal Processing,8,2016,EE403,Analog Electronics,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
FACEE042,Beena,Tiwari,beena.tiwari@edusense.edu.in,9819196777,Electrical Engineering,EE,M.Tech,Assistant Professor,Power Electronics,5,2019,EE404,Measurements and Instrumentation,Core,2,4,2026-03-15T02:27:20.866977+00:00,faculty_subject_mapping.csv
